Name,Date,Text,Label,Score
J Barefoot,2/12/2021,It's ok. I didn't mind paying to download. I just hate that you have to pay more to unlock new boards. I pretty much got most of the achievements filled for the free/first/only board you can play. I found myself bored of the same board. I think each board to unlock costs 3.99 or 4.99 (US). Then if you want to unlock other vehicles or outfits etc it too cost 99-3.99. It's ok overall. Going to uninstall though since I got bored of it.,negative,0.6469863653182983
Holly Hedges,3/16/2021,"Not worth it. You pay to download and if you want to open any more boards you have to pay for them. They should have made it so you unlock new boards as you accomplish tasks. I could understand paying for extras like avatars, outfits, and vehicles, but the boards shouldn't be a paid item. It was fun for the first couple of times, but it got boring really quickly. Unless you buy the new boards the game quickly loses its luster.",negative,0.7731763124465942
Chyanne DeLong,12/14/2020,Pay to play game 💰💰💰 If you have alot of money then you can really enjoy the app. Cause when I bought it I thought I would have gotten all of it but I was wrong. It includes season passes you can choose to pay. But the game gets boring once you finish the original one. Honestly it feels like the computer is not going getting to pay taxes or and is always getting high numbers and is always going first. It also seems that the computer ends up but gets money 💰 from me but not the taxes.,positive,0.8138478398323059
Rosemary Hernandez,10/24/2020,"If I would have known we only get to play 1 map and have to pay for the others, I would have never purchased this. It's a fun game, but i thought more maps would be become available over time for free or you have to gain puzzle pieces to get it. Something like that. I don't recommend if you only want to play 1 map or don't mind paying more for each map.",negative,0.6806058287620544
Wesley Coon,7/16/2020,I love this game so far! Couple of things though! 1) there needs to be a timer for when an online opponent takes too much time just to speed up the game. 2) I feel like different game modes would be an awesome way to kill time and earn prizes. If that's not possible I understand! Overall love the game and I hope to see some great improvements!!!,positive,0.9573578834533691
Ronnie Hulen,4/1/2023,"Really fun, idle type game. The transactions and bundles are set up beautifully! I didn't want the Frozen Lands bundle, but I really wanted the bear avatar; boom, 99¢ and I got the only thing I wanted, rather than having to fork over $4 for a bunch of things I don't. No ads, runs smoothly, fun challenges to earn free outfits and unlock things if you're a completionist. All around, my favorite game on my phone!",positive,0.9519745111465454
Fatima Gaskins,7/30/2021,"It's the game of life, but better. The reason for a low rating is that I paid $3.99 for it. Doesn't that mean I should be able to unlock new aspects of the game for free? Why is it $34.99 for all locked content at a ""steal"" of 73% off or $4.99 each? I have no problem paying for a great game, but that should come with a way to unlock all game content for free. If you want to microtransaction people do what other previously paid games (like Plants v. Zombies 2) did and become free.",negative,0.43540266156196594
Karla Grubb,1/17/2021,"It's a fun game. It reminds me of the original board game. You can also play with friends in person by passing the phone, or with online players. In single player mode, you can raise the speed of the bots to 5X. Shortcomings are that even though I paid for the game, I still have to pay more money for any bells & whistles. And, the game does not have the stock, or fire & auto insurance. Cute game!",positive,0.9318408966064453
Missy Menawonu,7/30/2020,"I liked the first one better, this one is lacking. I have to sit and watch an ad to skip all the CPUs turns when I just spent $3.99 plus tax. Yeah I do not think so. I got my refund and I will not be putting it on my device again. I wish the first game was still being worked on, this is a huge letdown when I was expecting to be blown away. I'd take the crashes and glitches from the first game over this lackluster excuse for a follow up. Talking about fast forwarding through their turns.",negative,0.8528077006340027
Misty Roop,5/1/2022,"The only way to win the game is to choose to stay single and take the investment route. If you get married and go the family route, you lose every time. I also felt that it could last longer. The board seems much shorter, and there is not very much variety between the life cards or job cards. They are very repetitive. Too many things have been changed in not so good ways in my opinion. It's a poor sequel to a great classic game.",negative,0.6742482781410217
Lisa Piel-Jackson,10/7/2023,"I bought the app, which I rarely do, thinking of how much I used to love playing Life. Then I find out you only get one map and have to pay for any extras. Absolutely no way to earn them, it's pay real money or nothing. Total scam in my opinion. The game seems fun and graphics are cute but I don't need an app that is just a money pit. Returning it!",negative,0.8370701670646667
Hannah Turner,11/25/2023,The game is awesome now the only thing I don't like is you have to pay $4.99 for other levels but the game is cool either way I love it and it was totally worth paying for. ☺ lol at least I don't have to hear my brother yell every time someone takes his money 😂 😂 😂 I play with computers,positive,0.8710113167762756
Nick Smith,10/28/2023,"Not worth the money. $3.99 to download and you only get access to one board. It's $4.99 each for the other boards. Gameplay is ok but repetitive after a couple games and without paying more, you won't get a different experience. Definitely not worth the money.",negative,0.9137387871742249
Maria Wind,11/3/2023,Paid app and not working. Twice now I have had issues with being able to play the game. I contacted support and went through a reset process and it worked for a while but now cannot play again. Just annoying and not worth the money.,negative,0.9256924390792847
vchhjh n v jhrhudhvgiuf,11/7/2023,"It's a very fun game, all the different things you can do deserve in award, Not even Mentioning all the cool maps and environments.",positive,0.9773263335227966
Xander Dascomb,10/3/2023,"I feel like the single player is lop side. Most of the time I roll low numbers, and lose the competitive rolls. Also I'm rarely ever chosen to go first it's always the 2nd bot which causes me to be 3rd, but besides all that it's still entertaining to play.",negative,0.6828452348709106
Angela Calhoon,10/20/2023,This game is extremely boring. I only play it because I spent money buying it. I really regret buying it. The cost to add avatar options is ridiculous. I really would like my money back.,negative,0.9578624963760376
Queen Bee,9/28/2023,"Love this game, i have bought many worlds and play all the time with my friends on the pass and play option. My only wish is to have a different layout of the track in a couple of worlds. Its fun playing but it does get boring after a bit with the same road.",positive,0.9545361995697021
Martin Boyer (Evil),8/28/2023,"Ever since I was young and had my very first computer, I had played the board game, and the computer game. This game is very fun. I like the new boards and cosmetics. I love going for all the collectables one one board before moving on to the next. I've actually played this game for about 4 hours straight one night lol. Anyways, definitely recommend. Bravo Devs, Bravo!",positive,0.982585072517395
katelyn kramer,6/27/2023,"While there is a better variety of careers, and peg colors, I always end up rolling high and I don't get things like houses or kids. Not very fun when you don't get to experience everything, I've played several games and they always end the same. Also you get the same tile options in every pack, not a lot of variety.",negative,0.8056044578552246
Katelyn Leslie,8/29/2023,I'm really disappointed in this app. I love the board game growing and was hoping this would be as enjoyable now that it's harder to find people to play the actual board game with. It's not. I feel like I wasted my money buying this because the game play time is too short. You don't have the options you do with the board game. It's really rather boring. I would love a more detailed game board that has more choices and events like insurance etc. And longer like the actual physical game.,negative,0.8843153119087219
Ambrosia Straub,6/27/2023,"I love the difference between the original and this one and really enjoyed playing. I then purchased the fairytale, started a new game, and was so excited to see the cool new gameboard! The 1st player landed on an action space and that's where the disappointment set in. The action cards are the same as in the basic version! I did enjoy seeing the careers are all new, but it's disappointing to see the same old action cards that I'm already bored with that don't have anything to do with fairytales",positive,0.9693782925605774
Jeffrey Kosse,10/13/2023,Will update Life 2 in a sec after a quick patch in for glitches so I don't need to rebuy content again. I played all the themes for this game.,neutral,0.559658944606781
Tristan Williams,8/30/2023,"Do yourself a favour and play this game offline. It's a joke playing this on the phone. Rolls are not random. And playing it online, people manipulate it far too easily because the speed required to justify a roll is far too low to actually be helpful. For me in multiple games to land on mostly tax spaces and then be beaten at the end by someone manipulating bucket list rolls every turn is a joke. This game is more frustrating than fun.",negative,0.87734454870224
Jessica Rybka,7/26/2023,"Definitely worth the money, I love playing the pass and play mode with my family everyday. It's really fun and very realistic with taxes. 😅 I one hundred percent recommend buying it. Plus it's only five dollars here in Cad! (5 Star review)",positive,0.9864901304244995
Zayn Cheadle,10/21/2023,I love the game it has a few tweaks though hoping they can fix those but over all amazing. game especially for the price,positive,0.9515587687492371
B Patel,10/20/2020,"After purchasing the app, I did not know I would only able to play one map. For other maps I have to pay extra - double than the purchased app. Don't purchase the app unless you want to play with one map only. There are plenty of free apps in the market rather than wasting money on it. Edit:Awesome! The team is working hard to resolve the bugs. Everything looks good except minor bugs. When the bot selectes the career, it represents alternative selction done by bot to the users.",neutral,0.45608770847320557
Kelly Wood,8/27/2023,"Give me the original any day over this, it's so slow gettin a turn, where as the original it's literally seconds, there's no mini games either unlike the original, and not even anywhere near as long as the original either, not worth 3.99",negative,0.913748025894165
Christian Heard,11/27/2023,"Nostalgia. Love the game, never played the board game, so not sure if it's improved much 🤣",positive,0.7840931415557861
Scott Barton,7/29/2022,"Ok Game, but too slow and anything extra is paywalled within the game. You get a few small collectibles but if you want to change the board or anything to do with the game its extra. I paid for the game, I'd like everything in it. The cut scenes in the pass and play mode are too slow, the game has 1 clear winning path every time you play, college>invest>house>safe(anything else loses). There isn't enough variety to keep the game interesting, it gets boring after just a few play-throughs.",negative,0.7516198754310608
JODIE Moore,9/29/2023,Question. Didn't know how to contact you any other way. Does the big bundle have Everything in it. I'm asking because I bought everything separately before the bundle popped up. I want to purchase all the things for my sissy. So if you could respond I would be greatful. Thank you.,neutral,0.6221478581428528
Sammy Rivera,9/21/2023,"It's a very fun game very much like the game of life, you can also play online multiplayer which is amazing, and there's pass and play so you can play it without buying the board game!",positive,0.9866744875907898
J Peters,9/7/2023,7/10 times it doesn't actually pick up on the fact I've spun. So annoying. Always seems to be when I spin a high number as well.,negative,0.8828239440917969
Hunter Collins,9/11/2023,"It sucks donkey sausage! It's short, it have very few careers, and no options to change the game play style. Very disappointed. Shame on Hasbro",negative,0.9576933979988098
Heaven Dillehay,11/21/2023,I love this game so much it's so much fun no ads no anything only part on the game and so realistic of the actual game,positive,0.980527400970459
Dr Chocolate,7/25/2020,"Honestly not a bad game, I think they made some improvements that is a step in the right path. The only thing that is holding me back from giving 5 stars is that I wish the skip button isn't just 5 times speed and normal speed, 5 times is too fast to see anything, but normal is too slow and boring. Other than that, is game is awsome and I would recommend it.",positive,0.5474157929420471
Shandel Langager,2/8/2021,"Great game! Reminiscent of the old classic board game with some fun little twists! Has kept me entertained for countless hours! Looking forward to more worlds and updates! Would be nice to have the option to skip through the animations to keep the game moving on in single player mode or be able to choose a longer or shorter ""trip"" with a bigger game board option and extra vehicles/costumes rewards for completing the larger board. I'm excited to see how this game progresses!",positive,0.9852161407470703
dstarsfranklin,10/14/2023,Fun and fast. Would like a longer board.,positive,0.9702854752540588
Rob Cowden,10/28/2020,"Much better development, with it going along the old classic game. Like the path scenarios, but just as I was getting into it, it ended. Feel it should have been a longer running path. If you took the board length of the first version with the play format of the new version, you'll be definitely getting there. Update: After a few plays, have a couple of thoughts. Having children only gives you hearts, why no cash bonus at the retirement? The game ends should end on the round not a person.",positive,0.8117420673370361
Jess Boggs,3/13/2021,"Not bad, some action cards are repetitive as mentioned, I kinda hoped the mini games were actual games and not just spinning the wheel. I got this on sale, however I do wish there was a way you could gain access to the new lands versus just having to keep paying. Update: purchased a new world and all this game really has to offer (for the price of $7 CAD) is different cars, avatar picture and outfits for character. The game play itself gets boring and doesn't really change from world to world.",negative,0.5430302023887634
Lucy,7/25/2023,Even though the game cost money there are still micro transactions in order to play different maps since you're only given 1 free map. Fun game but pretty expensive for a game that's supposed to be fun,neutral,0.4534812271595001
raindrops 33,7/12/2023,"Its a really fun game for a good price - Nostalgic, well made, and lots of ways to play. My only issue is that you get one world, all others are locked. Why not two?",positive,0.8440349698066711
Kaboa Yang,6/29/2023,"Super fun game. Down fall you gotta buy each world but it's not too bad. It's fun seeing what the other worlds have for clothes, vehicles, jobs etc.",positive,0.9376730918884277
Brittany Lafferty,7/16/2023,The game was fun up until the recent update I guess...now It tells me my device no longer supports the app. How do you change it from a system you already had to pay to play it to begin with ??,negative,0.7529770135879517
Gabriela Leon,8/14/2023,"I think it is really good and fun but some details have been left out of the original game, like the family points dont count, and it feels shorter",positive,0.5489870309829712
Kailey Kirkwood,6/12/2023,Fun game just wish the other boards were cheaper than 4.99 I feel like they should be more like 1.99 than more people would probably buy them other than that alot of fun I love how they have an online option,positive,0.9213358163833618
Jarne Vercammen,11/30/2020,It's a great game. The controls are nice and they even added a option for a purple peg indicating non-binary people what is already a step up from the first game of life. But the game of life always has been about the money how much you have art he end and this version kinda defeats the purpose by adding other points. Also for already being a payed game I find it a bit weird to have to pay 10 bucks to get the full experience. For the rest solid game.,positive,0.9032875895500183
Ziec Gower,11/17/2023,Good up until it wouldn't let me fix my name and changed my name to player.,negative,0.5937255620956421
Branson Pappageorge,11/17/2023,"Could be a little longer but it's fun, especially with friends.",positive,0.9665558934211731
Emily Buerger,3/30/2022,"I like the game, I like the options, just wish there were more options. Like more kids and houses, being able to choose a longer board vs the shorter boards. I like the collectibles, just wish there were more themes and collectibles to unlock. also wish that some of the options were more spaced out like being able to have kids and houses, not having to pick between one or the other. Would also be cool to see spouses get jobs. Would love to see some more of these options added!",positive,0.8990120887756348
Monkey Mallow (Monkimallow),1/24/2021,I own the first one on the computer as well and while I really enjoy the unlockables aspect and some of the other mechanics... we no longer get money for action cards collected or children. And of course the two mini-games are no where to be seen in this version of the game. I really enjoy the van mini-game and the 10 meter run one from the first one and think they would fit here too over just doing spins for the highest number. (It gets a bit boring after a while.),neutral,0.43990904092788696
Vanessa Fundora,7/26/2020,In the Game of Life the first one the game play has many more options more styles and mini games this just isn't hitting the spot for me like the 1st one. Kinda regretting spending $4 on this game I hope they do some improvements. It says it has more choices than the 1st an it really doesn't I mean family wise the 1st one has children scattered around the board. I feel like the Board is shorter than the original one as well...I would like to know when I will get my refund back. Thank you,negative,0.8265432119369507
Sarah Holt,9/16/2020,"If you like playing the board game, then you will like this version. You have multiple options to play, individual, pass to a friend, even online against other players. You can collect puzzle pieces by accomplishing different tasks as you play and unveil new vehicles, outfits and avatars. I love the online feature and different world. Look forward to more in future.",positive,0.9663401246070862
Caleb Whiting,1/20/2021,"Great game with solid replayability, but caught me off guard with misleading in app purchases. I bought one of the ""new worlds"" to play with my girlfriend only to discover that it only changes the cosmetic appearance without altering the original board in any way. Advertised as ""new worlds, visuals and cosmetics"", you would expect an entire new board rather than a skin. I would typically request a refund, however, the game is still enjoyable and I wish the developers all the best.",negative,0.59113609790802
Leah Gibbons,5/17/2023,"This game is very fun. I wish we could change the names of the players in Pass and Play, that we could oust players who are taking a really long time to make moves in Online Multiplayer, and that we could view the different houses/jobs, etc. that we've gotten throughout the game. Also, the family choices are glitchy; I've chosen dog and gotten a cat, I've chosen a girl baby and gotten a boy. It's not cool that you have to pay $4.99 each to unlock other boards when the game already costs $.",positive,0.6793302893638611
Kaylin F,1/10/2021,Game is okay but for the price I wouldn't really say worth it. Its very short and I have had it freeze on me 3 or 4 times. When it freezes you miss out on some in game stuff and it just jumps to your turn so you don't really know what happened. It has a bunch of potential but I wouldn't say its worth the money at this point. Make the board longer or at least give the option for a longer board and work out the little kinks and it would definitely be a great game,negative,0.7220203876495361
Anna D. (Sebbanna J.),6/27/2023,I purchased the Haunted Hills Map a few weeks back and now it's telling me I need to purchase it again. A little bit irritated with that and don't want to be purchasing it over and over again if that's the case. And yes I have Uninstalled and reinstalled the game. Nothing changed by doing that.,negative,0.8372220993041992
Jasmine Quintanilla,10/14/2020,"Fun, classic Life experience. I do like the fairy tale add on as well. Online can be frustrating when opponents aren't taking turns. There isn't a timeout or anything so you just wait forever. I gave it 3 stars because of this, and because I paid for the World bundle months ago and am still waiting. I'm wondering when another world (or world's) will be out.",positive,0.8088875412940979
MacKenzie Tumak,5/5/2023,"Board is short, repetitive, and overall it's boring. I loved the computer disc version of this game once upon a time, but this seems so short and low effort. There are a ton of extra things you have to pay for, and they want $60 for the whole bundle. This wasn't even worth the $6, definitely wouldn't waste any more money.",negative,0.9300146102905273
Masquerade PW,7/29/2021,"Fun but flawed. While the game is fun, it's hard to tell whether you're playing against AI or players. Frequently, you'll end up facing opponents who only get perfect rolls. This makes it frustrating to play because the RNG begins feeling incredibly lopsided. It's also tough to play with friends because you can't invite friends to matchmade sessions - if you want to play with your friends, you'll have to accept that your only other opponents will be the AI. Ultimately, I recommend the game",negative,0.8234171271324158
Elizabeth Pringle,8/18/2020,"This version is so much better than the original! Theres much more freedom in how you play, so you're not really 'required' to get married and have children to win. It's more about the experiences you gather, so I won by staying single, buying my own apartment and adopting a cat and dog while studying for a masters degree! It feels more satisfying, so I started playing making my own choices, instead of tactically deciding how I can get more stuff!",positive,0.9373134970664978
Mr. Cooper,2/9/2022,Problems: 1. 5x game speed resets every time a human player has a turn. 1x speed is far too slow even for a human player. 2. 5x game mode causes the game to regularly freeze. 3. There is no variation between maps other than the art. 4. 30 children requires too many replays of map to secure the collectible. The number required should be akin to the house requirement. 5. The intro should be skipable. 6. The computer AI too frequently makes poor decisions. 7. The spinner is RNG controlled.,negative,0.7791311144828796
Bekka Babcock,7/20/2020,Price was decent. I like the puzzle pieces but I see the same cards and jobs over and over so that tells me there isn't a lot of different choices or options with action cards or jobs. I like you can speed up other players turns when playing solo and I like the fairytale land but the price for that was ridiculous. Hopefully they make this game a lot more different than the 1st.,positive,0.6707150936126709
Tim Richard,7/1/2023,Downloaded with some play credit and very pleased with the game! Just like the board game and it's easy and simple!,positive,0.9872906804084778
Anna Johnson,8/23/2020,"For the first day I expected some glitchs when playing solo sometimes the AI glitches and freezes and multiplayer also happens when the screen freezes and won't let you choose options but this game is fun and obviously I don't expect it to be perfect when it's so new, please just take my experience into your concerns. edit: all of my concerns have been adressed and I no longer have those problems",negative,0.4154745936393738
May Luurt,7/1/2023,"I love this game, there may not be many options and types of jobs and choices but it can still be a blast. Nothing else to say...",positive,0.9707152843475342
Erik Hunt (whiskyjacked),6/23/2021,"Kinda fun, but you have to buy more maps...after buying the game!! What a joke! I can understand having to unlock more maps/boards but not having to BUY them all. And the game is pretty fun, but $35 on sale is what it costs on top of the game purchase to unlock the other boards. Shameful. Update!: It also loves to randomly freeze up completely!",negative,0.8590759634971619
Taylor Baldwin,8/5/2020,"Great so far! The graphics are awesome. The little pegs of people and animals are adorable and still board game feeling! The only thing from 5 stars is... Sometimes it loads and freezes, so I've had to force close the app several times but hey! Its still a work in progress and so far its just like life!",positive,0.9649524688720703
Ryan Garner,10/1/2020,"Fun game to kill time, you can play solo vs Ai, online vs other people, or with a friend or three locally by just passing the phone or whatever back and forth. There are unlockable items from completing milestones that you can use to customize your little guy. Only knock I have on the game is that you cannot play on new maps without buying them, would be cool to have a way to unlock those for free somehow",positive,0.8717182874679565
Sierra,11/28/2020,"Got this during a sale and definitely am having fun with it! Games have a decent amount of time, you can play with AIs instead of having to play online with other people, and it seems well balanced so far. Will update if that changes! Only reason for 4 instead of 5 stars is that in game purchases are extremely expensive. I saw a couple that are more than the game at full price! Definitely tone that down some. Maybe less for the different versions & have another pay option for different costumes?",positive,0.9595343470573425
Zoe Clarke,10/19/2022,"The family and I absolutely love this game, it's great for all ages. Loads of fun. But....I am having issues with purchasing additional boards. I already own the age of giants board, and when I go to purchase anything, it's unable to connect to the store, which is extremely disappointing as I would love to get the VIP pass. Any information as to why I am unable to make additional purchases would be greatly appreciated. Thanks for bringing a great old game to life. I agree longer games options.",positive,0.857711911201477
Vero Rodriguez,7/21/2020,Fun! It's very fun to play and it is so awesome. You put a lot of effort into this and I love it. Though there is a problem. I'm multiplayer some people never ready up. Can you make it so they have atleast 1:30 to ready up before getting kicked or something? I also found a bug there. When you try to press the ready button sometimes it wont work. There are some problems but other than that I would recommend buying this game.,positive,0.9147340655326843
Jesse,4/1/2021,"The game itself is super awesome and addictive, although the Season Pass price is absolutely insane! €20 for cosmetics, nuh, uh! The MAX I would pay is probably €10. I will give this game 5 stars if they lower the price. | Edit: After playing the game some more I noticed that they didn't include all of the fun mini games from the previous version, kinda dissapointing... | Edit 2: Currently there is a special for the Season Pass and they're advertising it at 50% off when it's the SAME PRICE!",positive,0.9529728293418884
Azure “TheStainsOfTime” Wolf,8/28/2023,All I gotta say for some dlc maps may be 50%off but come on life the game of life I could just play the actual boardgmar where I get consualy messed up you got the all the taxes. In real life come on.,negative,0.5501863956451416
C J,5/31/2022,"Online feature doesn't work. It says there's a connection issue but my Internet is working fine. Apparently there's not many players who use it anyway, however that might be too do with the connection issues. The game is also very quick, and there is not a big variety of cards. The same cards come up each game so I think this will get boring quite quickly, particularly going against a computer all the time. It's a game that has promise, but needs work.",negative,0.7428673505783081
Shana King,3/14/2022,Fun but the game keeps freezing and I have to hit save and quit to get it to unfreeze. Once it froze right at the end though when it was determining the winner and I had to force course and that game progress was lost. Now I'm having it so that it will randomly shut down completely and close the game on me. I was hoping to not have any issues but I'm not willing to buy the expansions as is right now.,negative,0.8878269195556641
Van Kirwin,1/17/2021,"Don't suppose they'll give a refund, so don't bother with this one. You get to make a few choices: (college/career), (get married/stay single), (safe path/risky path). But sadly the way you receive attributes is just by random chance, especially after you retire. You also have to hope you land on an orange spot to buy a home, and the lucky numbers add nothing to the game. Same experience every time... Waste of money, especially for the other maps which are $4.99 each.",negative,0.6817104816436768
AKHIL GOYAL,4/17/2023,"This game is fun when you play for the first time but as you play again and again it gets really boring. It is a 4 player board game but you have to wait for a looooooong time before your turn and it really sucks. This game is just so easy I can say even a 5 yr old child can win every single time if he knows what to do. There are just too less variables in this game, it makes winning too easy. Its like you just have to choose same path again and again. I just feel like waste of money.",negative,0.8064712285995483
Ryan Garvin,12/17/2021,"It's definitely not the best version of life but it's the best you can get on your phone. They really need to add an option to limit the rolls from 1-5, 1-6 or something less than 10. The board is so short and the games go so fast. There's never a chance to do anything. Being able to buy a house is so so rare because you are constantly skipping over all the opportunities. Same goes for most other things, you're lucky if you get to do anything interesting in the game.",negative,0.7435104250907898
Sumon Khan,7/28/2020,"This game is good, but whenever someone is not taking their turn it keeps loading, there should be a time limit for taking turn or choosing the choices! Edit: Ty, now there is timer! And one more thing, it will be great if there is a league system based on points or what you think better! It will attract people more to play! Or this game will be boring after playing week!",positive,0.6783801317214966
Anthony D,9/28/2020,Game can be fun. Too short of a board as far as game play. It's upsetting to pay for it only to open it up and find there is another board completely hidden behind a pay wall that's more expensive than the game itself..?..cosmetics are a little pricey for what you get too in my opinion. Otherwise than that I've enjoyed what I've played,negative,0.659576952457428
Kyrsten Langley,11/29/2020,"Good game and a excellent time killer. My only complaint is the game needs to be longer between each achievement. Aka Collage, Marriage, Retirement ect. It would make the game easier to get into and not feel like such a rush. I gave 3 because the game feels incomplete, more like a demo.",positive,0.6721712350845337
