Name,Date,Text,Label,Score
Jess Boggs,3/13/2021,"Not bad, some action cards are repetitive as mentioned, I kinda hoped the mini games were actual games and not just spinning the wheel. I got this on sale, however I do wish there was a way you could gain access to the new lands versus just having to keep paying. Update: purchased a new world and all this game really has to offer (for the price of $7 CAD) is different cars, avatar picture and outfits for character. The game play itself gets boring and doesn't really change from world to world.",negative,0.5430302023887634
Ziec Gower,11/17/2023,Good up until it wouldn't let me fix my name and changed my name to player.,negative,0.5937255620956421
Vanessa Fundora,7/26/2020,In the Game of Life the first one the game play has many more options more styles and mini games this just isn't hitting the spot for me like the 1st one. Kinda regretting spending $4 on this game I hope they do some improvements. It says it has more choices than the 1st an it really doesn't I mean family wise the 1st one has children scattered around the board. I feel like the Board is shorter than the original one as well...I would like to know when I will get my refund back. Thank you,negative,0.8265432119369507
Leah Gibbons,5/17/2023,"This game is very fun. I wish we could change the names of the players in Pass and Play, that we could oust players who are taking a really long time to make moves in Online Multiplayer, and that we could view the different houses/jobs, etc. that we've gotten throughout the game. Also, the family choices are glitchy; I've chosen dog and gotten a cat, I've chosen a girl baby and gotten a boy. It's not cool that you have to pay $4.99 each to unlock other boards when the game already costs $.",positive,0.6793302893638611
Anna D. (Sebbanna J.),6/27/2023,I purchased the Haunted Hills Map a few weeks back and now it's telling me I need to purchase it again. A little bit irritated with that and don't want to be purchasing it over and over again if that's the case. And yes I have Uninstalled and reinstalled the game. Nothing changed by doing that.,negative,0.8372220993041992
Jasmine Quintanilla,10/14/2020,"Fun, classic Life experience. I do like the fairy tale add on as well. Online can be frustrating when opponents aren't taking turns. There isn't a timeout or anything so you just wait forever. I gave it 3 stars because of this, and because I paid for the World bundle months ago and am still waiting. I'm wondering when another world (or world's) will be out.",positive,0.8088875412940979
Anna Johnson,8/23/2020,"For the first day I expected some glitchs when playing solo sometimes the AI glitches and freezes and multiplayer also happens when the screen freezes and won't let you choose options but this game is fun and obviously I don't expect it to be perfect when it's so new, please just take my experience into your concerns. edit: all of my concerns have been adressed and I no longer have those problems",negative,0.4154745936393738
Taylor Baldwin,8/5/2020,"Great so far! The graphics are awesome. The little pegs of people and animals are adorable and still board game feeling! The only thing from 5 stars is... Sometimes it loads and freezes, so I've had to force close the app several times but hey! Its still a work in progress and so far its just like life!",positive,0.9649524688720703
Zoe Clarke,10/19/2022,"The family and I absolutely love this game, it's great for all ages. Loads of fun. But....I am having issues with purchasing additional boards. I already own the age of giants board, and when I go to purchase anything, it's unable to connect to the store, which is extremely disappointing as I would love to get the VIP pass. Any information as to why I am unable to make additional purchases would be greatly appreciated. Thanks for bringing a great old game to life. I agree longer games options.",positive,0.857711911201477
Azure “TheStainsOfTime” Wolf,8/28/2023,All I gotta say for some dlc maps may be 50%off but come on life the game of life I could just play the actual boardgmar where I get consualy messed up you got the all the taxes. In real life come on.,negative,0.5501863956451416
Van Kirwin,1/17/2021,"Don't suppose they'll give a refund, so don't bother with this one. You get to make a few choices: (college/career), (get married/stay single), (safe path/risky path). But sadly the way you receive attributes is just by random chance, especially after you retire. You also have to hope you land on an orange spot to buy a home, and the lucky numbers add nothing to the game. Same experience every time... Waste of money, especially for the other maps which are $4.99 each.",negative,0.6817104816436768
Kyrsten Langley,11/29/2020,"Good game and a excellent time killer. My only complaint is the game needs to be longer between each achievement. Aka Collage, Marriage, Retirement ect. It would make the game easier to get into and not feel like such a rush. I gave 3 because the game feels incomplete, more like a demo.",positive,0.6721712350845337
The Tony,7/18/2023,Game is grate looks awesome and you dont wait longer that a minute for a online match. And game is also cheap.,positive,0.9450280666351318
Victoria Smith,4/28/2021,"I'm a huge fan of the original board game and this feels like a step back. I love the new options like having a pet rather than a child but the changes in gameplay are disappointing. I played 3 games and never once got a house, that's disappointing. The life tiles are really low stakes now. Everyone is having guitar lessons or upgrading their computers rather than vacations or sending kids to summer camp. Also the game is way shorter now and the outfits feel like a money grab.",negative,0.7513769268989563
Anna Hapiuk,7/2/2021,"Disappointed in this game. I was hoping it would be more like the modernised version where you can come back to options like getting married and having kids but you can't- once you make the choice, that's it for your ""life"", you can't come back to it later. Cost of things in the game like surfing lessons are ridiculous, not to mention the cost of the game itself. Paid $6 for it and its only the basic version. I'd have to pay another $60 odd for the full version. Uninstall after 1 play.",negative,0.8333308100700378
Steven Carter,9/17/2021,"It's Different from the Board game but does evoke some of the old charm.There could be more spaces to travel,and they could show the Details of the Upcoming Spaces,but, I really do enjoy the way it plays. It's silky smooth,nice cute cartoon ish quality that I imagine kids would like.The wheel can be a bit easy to manipulate,though just when you think you've mastered the high number spin,it reverts To lower numbers.It let's you play online,or head to head,or against the Computer.I recommend it!!",positive,0.9141278266906738
Ash K (Shortgrace),1/9/2022,Great overall game. Pretty similar to the board game but for the price I expected more. For $4 you only get 3 outfits and the standard board game. For another $35 you can unlock the rest. So ur paying $40 for customizations that is jus simply that. Customizations.... the boards aren't even that different. A bit of a let down for a classic game fanatic,positive,0.6935756802558899
Hillary D.,1/2/2021,Wonderful game and beautifully illustrated. Highly recommend if you like the classic board game. The only reason I didn't give it 5 stars is that it won't let me use the 'online multi-player' because it says I don't have an internet connection when I do (wifi). I don't have an unlimited data plan so that's not an option for me... And I feel like for the price of the game it should let me connect via wifi.,positive,0.5039771199226379
Kelly Metzler,12/28/2020,"Updated: my issues have pet much been fixed completely! Thanks! My only wish is that we could chat in game with our friends. Since I downloaded the frozen land, it's really glitchy and freezes up a lot. It'll go to 5 once the issues are fixed. Could also be the solar storm we are getting tonight, but unsure. Wanted techs to see.",positive,0.5444578528404236
newleif 97,8/31/2020,"£30 season pass for a one time purchase is ridiculous. I already paid £4.99 for a game with no free trial or demo just misleading adverts instead. Its far too short. No overall reward at all so its pointless comtinuing playing when you are already loosing. You should be able to win coins and gems to spend in a shop for more outfits etc. And have a leaderboard. Needs a chat option its so boring otherwise, people take too long. Apart from that its pointless playing with no overall reward or board",negative,0.8881868124008179
Angelique Gonzalez,7/11/2023,Unable to play online. Says no internet connection with mobile data and wifi connection. Waste of money.,negative,0.926151692867279
As St,8/11/2020,"I've been playing the game of life before the ages of technology. I love the new choices, like stay single or married, brilliant. My suggestions to you is this, in the original game we had twins, children gave retirement money. Each player gave a gift for one child. In the app game we had the option to have triplets/quads, please bring this back. In addition to the careers, I find very basic, it doesn't match the ""2"" I guess I was expecting more of a hierarchy of careers. Thk u",positive,0.8916360139846802
Veronica Petkau,11/25/2020,"Might increase rating later if they increase game play time. Honestly, as soon as you get into it - it ends! Other than that, it's a great version of the game. Love all the options like the 'child or pet' option is nice. When an AI player chose a pet before marriage they got a cat. Cat rides shotgun most of the game then player chose to have a '2nd Chance' wedding ... and their new spouse HAD TO SIT IN THE BACK SEAT xD hahahaha that's a little brutal but honest I guess 🤷🏻‍♀️",positive,0.9220001101493835
rzrocket,1/30/2023,"Ok so let me get this straight. So before I ""bought"" this game I was looking at what the game had to offer. Build a house, explore/discover new worlds. So I downloaded the game with the understanding that I can unlock new game boards and have my own custom player home to decorate as I like. But no. I shelled out money for the game only to find you have to pay more for the new worlds. Same boring game it has been for literal decades.",neutral,0.6691042184829712
Erin Yell,4/6/2022,"It's fun enough, I suppose. I really wish that there were different color options for our skin aside from pink, blue, and purple. I don't like that they're indicative of gender. I like the light blue a lot, but it's sad I can't wear a dress on my wedding day. The board is the exact same no matter what expansion you choose, so it can feel a bit boring at times. Rolling high numbers is the worst because the board is so short. I wish that there were randomized maps, so its new(ish) every game.",negative,0.4615682065486908
Edmin Rossy,9/1/2020,THE GAME OF LIFE 2 is by far the best board game on the market. The reason I give the game a 4 star is because It feels like it's watered down and extremely short. I would really love to see a longer board. I'm excited for the new road maps. As you can tell the biggest issue I have is the game feels extreamly short. Also the next update can you guys add more customization. Can we please have a LEADERBOARD 🙏. Sorry I keep editing but can you add emotions so we can have some type of communication,positive,0.9499502778053284
Melissa Torres,8/9/2020,"My 7-year old and I love playing the game! The graphics are great and she loves seeing what happens when she makes different life choices. With that said: 1. We would like to see at least 4 different player tokens so there are not 4 wheels, skateboards or birds when looking at the aerial view of the game board. Once a token is selected, it can't be used by another player. 2. Is there a way to personalize the name for Player 2, 3 and 4 when there are 4 humans playing? We tried everything in the edit mode including tapping the name plate and nothing works to change the name. The names do change when they are computer players. If there is a way to change to names when in ""human"" mode, it is not intuitive. 3. As other players mentioned we do wish there was an option for a longer board. I like the short version that exists right now but when we have time for a longer game, another few routes would be great, with more house spaces, salary spaces and other perks. Does not seem to be very many house spaces, we've played many games when neither of us had more than one degree and both had zero houses. We do love the 2nd chance spots!! 4. The ""risk"" road seems boring since it's all Wheels of Fate with a few Taxes spots sandwiched in. We hate landing on a Wheel of Fate because we ALWAYS get Taxes. Also where is the reward for taking the risk? Would be nice to have a couple of very large financial gains on that street, like a $500k spot and a House Inheritance or something. How about a free scholarship for another degree? 5. Does it matter which spouse you choose if you go down the Marriage road? Are there advantages over one or the other? This isn't explained, unless there are no special advantages of one over another (there should be if there are not). I guess same thought on kids, are there advantages to having kids? If yes, what are they? 6. I would like to be able to pay back debt when I get paid my salary, that would be a nice ""pause"" option when cruising over a paycheck collection space. 7. It's nice having two career choices after completing an education purchase but we always take the higher paying job, why would we choose the other one? THANK YOU FOR THE AWESOME GAME!!! Melissa and Sophia",positive,0.8953224420547485
Mike Rumans (Popnfresh-Trex Popn),12/21/2020,"I had originally done a 5 star just because the game is a childhood favorite. I've played many many rounds on the starter board. Then was informed of a 1 time only sale for 50% off season pass where it suddenly went to 34.99 as retail but could be bought for 17.99 So I bought it just cuz I was enjoying it. A few hours later, suddenly it says to get the season pass for 73% off. Kind of shady marketing. Still enjoy the game and not as excited but still am none the less to see other boards.",positive,0.7144585847854614
Jessica Weaver-Kenney,2/24/2021,"It's fun and the new additions are interesting but it feels like I miss out on a lot of life events. I played 2 games and both times I never got to have kids or pets. I also don't like how buying a house isn't guaranteed either. Are my spouse and I just living in our car?? I just remember in the first mobile Life game and in the boardgame, I got to experience more. I think this one focuses too much on education and careers, which is ok, but there are so many other aspects of life.",negative,0.7494714856147766
Vicki Louise,12/30/2022,"I love the game so much! However, I have been trying to install the ultimate life collection all day. I have emailed multiple times and I have still not been able to get this to work. I have purchased on other games today to see if this was not an in game issue however I have had no other issues with any other purchases. I am very disappointed as I love the gameplay so much but I am going to miss out on the sale opportunity due to the issue.",positive,0.42754366993904114
Jennah Wittenbarger,7/16/2020,"The game is fine. Nothing spectacular. The original version is still the best. At least in the original you get rewards for ""expanding your family"" - Also, when given the option for a ""better"" job, it's not necessarily better, esp with the new ""taxes"" addition. The plus is being able to stay single and have pets instead of kids, but, there's no real incentive. It still ""rewards"" you for getting married in the way of TAKING money from the other players. Not worth purchasing when original is free.",positive,0.6797742247581482
Joshua B.K.,3/12/2022,Game is pretty bad. Watched the game move me countless occasions to the wrong spot. Count is off. Players constantly hitting back to back to back perfect rolls. Youll barely have a fighting chance. To top it off is 4.99$ for any new maps. No thanks. Instant uninstall.,negative,0.9492834210395813
Zak Robinson,7/15/2020,I've really enjoyed this game... the creators have obviously put alot of time and effort into this :) I would recommend the buy... I just played a second game and one of the players took an extremely long time to spin the spinner... so just in case some leaves the game I believe that a timer on the spinner section would make a great addition to the game but no worries if you can't,positive,0.9588752388954163
Dani O,1/3/2021,"It's a fun game but the grow your family puzzle board is so hard to achieve. In the original board game we had to spin to see if you got single, twins, triplets at the end of the child segment, bring that back. Also give us more options for kids (if you land on space if you choose kids, spin to see the number of kids you'll get) or including getting married as grow your family. I purchased all the boards and upcoming boards so I'd love to see more options to grow the family.",neutral,0.45020556449890137
Nell Wils,3/26/2023,"It's more modern and better graphics and more options than the first digital Game of Life. Definately love it. Go ahead get it and see if you like it too. That's how much I like it... Gonna do a small little advertising for them... How I get like a little gift for that... Hint, hint. 😁",positive,0.9773197174072266
Laurissa Chipman,2/16/2021,"Misleading with the trailer. Not nearly as interesting or interactive. Dont see how this game can be 5$ more then the game of life (which I also have paid for ) when this game is extremely similar aside from a few things. Will change to 5 star if they resind to my email. But not worth 7$ considering it's not much diff from the first one. Again, trailer was very misleading for the interactive part. Would have preferred life vacation",negative,0.8476292490959167
Alexa Wermuth,7/13/2021,"This game is a lot of fun! Its just really hard to have kids which is my favorite part! You will be lucky if you get 1 kid during the game, 2 is pretty rare. Once I got 5, but I've never had 3 or 4. I also wish you could have twins like in the real game. Overall I really love playing this, you can play online with real people, online with friends, alone with fake players with computer generated moves, or you can play with friends in the same room as you with ""pass and play.""",positive,0.9512469172477722
Makayla Garcia,2/23/2021,I really like this game. Can you put more colors and clothes and hair for free. So we can get them with the books and hearts and pigs. Or getting more stuff with them. My daughter and I play together. We got the three roads to play on and we enjoyed the game a lot. But it should be more free stuff and more roads also to play on. We haven't play together like this for a long time. We both enjoy the game so much. But it does need the hurry up button and the smiles also. That be great to add,positive,0.9478831887245178
Eric Williams,1/7/2021,"This game is amazing! Needs a loop effect to keep playing longer until bankrupted or stop at old age. Just like the feeling of playing the actual board game without all the hassel. Great graphics n choices. Also, needs more choices to choose from.",positive,0.966836154460907
tiffy,1/31/2021,"*update Issue was handled well, good customer service and it was an error in wording. All good.🖤 Purchased the Haunted Hills Bundle which came with the world, +8 collectibles to get throughout playing, 6 vehicles, 9 avatars, and 9 outfits but only received 2 vehicles, 3 outfits, and 3 avatars as if I had only purchased the expansion pack.",positive,0.7713401317596436
Yup,8/11/2021,"The game is fine, and pretty clean. 2 stars mainly for the fact that you pay 4 dollars thinking you're getting the full game, but instead get a single world, and the rest of the dozen or so are 5 dollars (even more than the game!). I feel like I bought a demo. The smaller issue is all online play is disabled. Why? If there's a reason, tell me why in the game so it doesn't annoy me constantly.",positive,0.8299509286880493
Sam MaC,9/19/2020,"My problem with the game is that I purchased the Fantasy board, but it didn't say that it was only for a limited time. This board cost more than the game...That was a waste of money, now if I want to play it again I'll have to repurchase it?! You all should be ashamed of yourself for ripping people off like this....Not HAPPY AT ALL!!!!! 😒 😕 😑 😐 🙄 😒",negative,0.9443814754486084
Kelly Walker,4/9/2022,Very disappointed in this game. Was defiantly not worth 6.99. The Game never changes . It's always the same jobs no matter what route you take. You need to spend more money to play on different board game backgrounds. Huge disappointment. I want a refund.,negative,0.9321635961532593
Megan Buchanan,5/19/2021,Fun but waste of money. You only get access to one board after paying $4 and have to pay more for locations. That is not fair. I deleted and requested a refund. Make the first board free and then you could charge like $2 for the next one not $5.,negative,0.9056918025016785
Mike Carrigan,6/5/2022,"I cannot make the spinner ""spin"" on my phone. I can run my finger all around that spinner and it will go in a circle as long as I run my finger around it but as soon as I release it, it bounces back and forth and never spins...so I can't play. My wife plays just fine on our Chromebook and she players her sister across the county but it won't play on my phone.",negative,0.7409230470657349
UnicornVommit,7/19/2020,"Just learned that the season pass is considered an inapp purchase, meaning that in order for all 3 family member to have all the content I have to buy it 3 times after already paying for the app in the first place. (On sale for 29.99 right now.) So almost 100 bucks for everyone while its on sale... Can we at least get to try a map before buying it. Geez what a money pit.",neutral,0.695155918598175
Mrz. Renee,4/14/2021,"I absolutely love this game, it's extremely addicting! The only thing that I wish it did have, where the emojis like the first game of life. I also had the issue where when I changed new phones even though it was with my email and I purchased the season pass none of my avatars that I had earned didn't roll over not to start all over again 😔",positive,0.955485463142395
Rebecca PriceLarison,9/7/2022,"Good game, there needs to be more variation in jobs. And I wish the jeep was an option for vehicles instead of just one of the transformations. And I would like to be able to choose the animal or color of baby I'm getting.",positive,0.8521860837936401
Abi Kendall,7/17/2020,"Really enjoying the game, although i seem to be encountering a few problems on the online multiplayer games, after a few turns i can no longer pick any of the cards for example i graduate from college but the game won't let me click on the job cards, i can press anything else but the job cards becoming very frustrating.",negative,0.5780015587806702
joey chung,10/2/2021,"This game is not allowing Online with Friend function the second time when i open this game! Whats going on?? Can adminstrator fix this?? ( I had the exact same problem with Monopoly, and it was fixed a week later after I left feedback like this. Hopefully it works again!) Thanks",negative,0.741352379322052
Shannon Cote,1/22/2021,"it's just okay! many missed opportunities... The action cards shouldn't be the same in all lands. There's not enough on the board to keep entertained. Roll a 10 you skip over all the babies(the fate wheel is a chance but mostly get taxes) There aren't enough chances to buy a house. There's not enough content. It's job, marry, taxes, action(repeats)I got the same action in one game 7+ times, fate. It's like playing the same game over & over. It needs more!",negative,0.8676486015319824
Flordeliza Salazar-Quilates,6/20/2023,First time playing this game and it was fun though sometimes the board glitches and shows the wrong number but overall 100/10,positive,0.9086897969245911
6th Face,11/29/2023,Fun enough. But microtransaction hell.,negative,0.42388394474983215
Lucas Godfrey,7/15/2020,"Massive improvement over the first game and drops the dreadful and glitchy minigames at last!... however very VERY pricy season pass and I'm sure having the worlds, outfits, vehicles and avatars count as microtransactions, which they advertised there would be none of",positive,0.6510967016220093
Jonathan Pike,11/2/2022,"Unless im missing something!! Would Love to give this more stars but I feel ripped off. In the game info it states very clearly that this a collection of 7 worlds. Start playing the game and right away see that u get the classic board and then the other game board worlds are only yours if u pay 4.99 a piece for them. Kind of a bait and switch on there part. Won't buy another game grom this company. Loved game of life 1, but feel jaded on this Game of life 2.",negative,0.7700434923171997
Ibn Muhd,8/30/2023,Two stars. For a good interface. But a boring one. Slow paced with a very short playtime. Repeated gameplay with a limited options. It's not worth it.,negative,0.9335368275642395
JJ Patterson,9/4/2021,"A really good way to connect with family around the country during COVID. We have 3 generations playing each week; the game moves fast and we like the modern touches - you don't have to get married and expanding your family can include pets. Don't love that new boards cost money and only the buying player gets to see them. The thing that would give it 5 stars is if they regularly added new professions / houses / Action cards to keep it interesting. But really, we just use it as a framework for Grandparents and grandkids to talk every week.",positive,0.9115035533905029
M L,1/13/2021,"Its ok. A pretty short game wish it was longer. & why does the purple person wear a suit & not a dress? Maybe there should be a green option that wears a suit, so the pink & purple can wear dresses. All the outfit options are kind of horrible actually.",negative,0.5385240912437439
Tracey Steele,10/9/2022,"Love the game. Only disappointment, I bought the Fairytale Kingdom world and though they changed the world and the jobs, they didn't bother to change anything else. I would have loved to see new chance cards and even maybe different pets.",positive,0.4107711911201477
Samantha Kesler,2/6/2022,Would be better if you didn't have to wait for the robot players to go through actual turns and the boards are pretty short but other than that it's good entertainment for a round or two before the slowness causes frustration.,neutral,0.5188977718353271
Mikey B,8/20/2020,Do not buy this game. It's horrible and crashes constantly. If you play a game then it freezes. If you pay once for the app don't have people have to pay more for other boards. And I don't know how you totally messed up a classic game and made it boring and glitchy also. Don't be scared or offended. Just make a waaaaay better game.!!!,negative,0.9421470761299133
Gamer Bro,9/22/2023,I BOUGHT THE EXPANSION PACK ON THIS GAME TO GET ALL THE MAP SKINS AND OTHER STUFF BUT I PLAY THE GAME THE FIRST TIME WITH THE NEW MAPS BUT WHEN I WENT TO PLAY IT THE NEXT TIME CAN'T PLAY ON ANY NEW MAP ANYONE WHO PLAY THIS GAME DONT BUY AND THING ITS A SCAM,negative,0.7804354429244995
Bonnie Zellers,2/28/2021,"Good game, but I have suggestions. 1) entering my player name, using the letter ""Z"" gives an error as not a valid character. 2) While waiting on the computer's turn, the waiting banner bocks action cards and you can't read them. 3) Playing online with friends is nice IF you both can play live. I would like the option for taking turns at each other's leisure. 4) It be cool if your spouses or pets matched the world theme. E.g. adopt a dragon or a seal",neutral,0.4494917392730713
Brian Kramer,12/11/2021,It's the game of life. It's fun. What it really needs is for the themes to impact the spaces you land on. Why am I going to a vr museum in the Dino theme or camping in the space them. Seems like the themes are all half-assed. You guys could make this game so much more.,positive,0.4395390450954437
Rob,10/10/2020,"Honestly kind of disappointed in this game. I know games change over the years but I really expected this to be alot more like the old game I remembered from super Nintendo. This is some sort of toddler dumbed down version that doesn't even resemble the original game play. Clearly liberally designed, it flat out says this game isn't just about money anymore. Ill stick to monopoly where the objective is more based in reality.",negative,0.8966890573501587
Silent Speaks (J-LAP),11/4/2021,I really love this game and the monopoly game and bought the season pass for both games.. But I am really hoping they put in more game board soon. I am hoping for another Halloween board since it passed or any awesome boards.. cuz this game only has 5 boards and monopoly has 8... plz put more boards to this game. Other then that keep up the awesome work..,positive,0.975267231464386
Heather Wittig,11/12/2020,"You guys should really consider the option to play a long game or a short game.....I feel like it was wayyyyy to short and you should have repeat options like if you choose family instead of college, you should have the option to choose college after family. Please make EXTENDES version.",negative,0.691587507724762
Trickster,10/14/2023,"Visual glitch, unplayable",negative,0.8878255486488342
Makenzie Rhodes,10/5/2023,Worked awesome till i cleared my data and lost all the worlds i once bought,positive,0.45036861300468445
Shay Lovelace,9/1/2021,"The game is fun and i love all the different boards and costumes. I purchased the season pass a while ago and, several months later, still not a single additional world? Come on, guys.",positive,0.8860797882080078
Samblam0,2/6/2021,"Great game. My problem is with the family squares. I'v never gotten more the 2 kids/pets in one game. To few family squares. You can get them in the family path, but theres only a few of them, and if you roll a decently high number you skip over the whole path. The fate squares also give a chance, but even when you do land on one its a slim chance to roll on family. Maby a stop square similar to the one in the board game at the end of family path to roll for twins/triplets ect. Or twin squares.",neutral,0.43031513690948486
Manaia Bucknell,8/24/2020,"Kinda glitchy. So my sisters and me where playing on our phones together and all the sudden my phone is stuck waiting for the others to spin, but apparently as mine was still waiting, the other 2 kept going and the computer took over plaing for me. They even showed it spinning and making moves for me. Not cool",negative,0.7561244964599609
Ashley Edington,10/16/2020,Disappointed. I was so looking forward to this game as LIFE is one of my favorites. But playing online multiplayer is not set up well. There are no turn timers so you can be stuck waiting a long time on someone else.,negative,0.7955964207649231
Joey King,9/17/2022,Don't waste your time or money. You can almost never finish a game because it keeps freezing and never loads. It is way too glitchy to be a game that requires payment.,negative,0.9341211915016174
Brant Gisi,2/13/2023,"Totally lame. You pay for the game, and only get one level, then have to pay for the others, each time. The computer always spins higher than you. I wish I never purchased this. I want my money back.",negative,0.9320371150970459
Lynn Siraco,9/6/2022,"I like it! Very cute characters and a ""speed-up/skip"" button if you want the game to go faster. I purchased Life Vacations and was very disappointed. This version has restored my opinion of the Game of Life games.",positive,0.9296769499778748
Creid Reid,8/12/2023,I bout this n can't even play it it says start at the tital screen then a black box comes up n i cant do anything fix it or I want a refund,negative,0.9144898653030396
Michael Doleski,7/16/2023,Not a bad game at all worth the money you paid. Wonder if you will be making the game of life 3.,positive,0.7559917569160461
Sheranda Wymore,10/22/2021,"I have tried reaching out to your support team with this game but it will not let me send anything to them. I have tried several times over the past few days. I bought the VIP pack however when the sandy shores board came in it locked me out of all of my boards, except for the Halloween one which I had previously bought. I have tried going back to your store and rebuying the pass however when I click on it. It tells me that I already have it. If I could just get my boards back....",negative,0.6801133751869202
Chad Ritchie,8/13/2023,Since the last update game skips turns players spin twice.,negative,0.7555405497550964
Courtney Fitzgerald,8/18/2020,"Play all the time. A little laggy at points which is expected, but still a little annoying. Love the new updates especially the option to be a boy, girl, or other. Also, the kid OR PET option when you land on ""expand family""",positive,0.7924283146858215
Noella Thurman,4/14/2021,"Love the board game and the mobile game. A bit of a rip off to have to pay for the game and the same amount for the world's & such. But game play is smooth, graphics are neat.",positive,0.8274140357971191
Michelle Ahaus,8/14/2022,Loved it but now all my items show not there my purchases are there but showing in half. I not happy! Lots of glitches when playing online with code. I can't even really play with husband anymore...not even a restore game progress or purchases button!,negative,0.9067953824996948
Neighbor Please,9/4/2020,"The AI kept taking forever to make a choice, spin ect. I had to keep going to the menu to either load or restart the game, or even close the app entirely. I'm not sure why this kept happening.",negative,0.8430574536323547
Alex La Guidara,11/28/2020,The Map itself is very good I love the getting married bit. The quality is fantastic the only thing I don't like is the spinner it's not that random and sometimes I always through the entire board get low numbers. But the rest is good,positive,0.9016242027282715
Kyle Corden,11/11/2022,Need to make the rolls more random. Here's how you cheat...low high low high low high. Pick a low number then a high number u get ones and twos every time with a soft spin. Doesn't even make the game fun anymore 3 house 10 of each life skill. Just stupid.,negative,0.8494723439216614
Andrea Frances Taylor,8/14/2022,"Better than the first GOL! I can't see the avatar or pictures to small n busy on the GOL1 app, playable but graphics and games are stressful I think ... this game has no mini games either just life decisions n spin wheel deciders ... More child friendly which suits this 47 year old just fine 🤭 enjoy",positive,0.920632004737854
G M,7/31/2020,This is fun and charming. I like this updated version a lot. I'd give it five stars if it didn't always say 'unable to connect to the store'... I'm trying to give you my money to have an outfit for my little gamepiece and you don't even want it...,positive,0.7796803116798401
Samuel Ruiz,4/16/2022,It a great game but sometime my purchases don't apear for example I have bought the maps age of giants and lunar age some times one is playable and the other is not and it tells me that I need to repurchase the map. When I have bought both.,negative,0.5932015776634216
